@RELATION knnMusicGenre3
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {artifact,extrahls,murmur,normal}

@DATA
0.172275,0.000117,2.783558,0.233970,0.270687,1.079466,0.004231,0.168199,-35.398294,1.425943,-0.019855,-0.052292,-0.171623,-0.019710,-0.102814,-0.094466,-0.142544,-0.116740,-0.100782,-0.027225,-0.022498,0.019057,0.005953,0.019905,0.014754,0.018283,0.014044,0.020630,0.004749,0.009020,0.013403,0.015837,0.006743,0.009637,0.032167,0.000498,0.714137,0.048399,0.023173,0.523870,0.005193,0.085224,1.286500,0.791099,0.449405,0.292869,0.203849,0.173263,0.161339,0.153782,0.157509,0.157367,0.140452,0.136174,0.136132,0.017193,0.004535,0.014453,0.009801,0.011529,0.010206,0.013049,0.004251,0.005675,0.008282,0.012797,0.005596,0.005734,171.428571,0.164430,normal
0.180513,0.015124,2.605427,0.226637,0.254840,1.041572,0.022944,0.200147,-29.742449,1.778668,0.457888,0.466182,0.255567,0.247413,0.136737,0.106756,0.036261,0.044621,0.036560,0.028285,0.006988,0.007915,0.002449,0.070527,0.005831,0.018873,0.005476,0.082595,0.002060,0.003369,0.008925,0.036699,0.002812,0.029910,0.075370,0.029642,0.638568,0.095658,0.044702,0.824484,0.028416,0.170995,1.591547,1.013679,0.540061,0.378442,0.289062,0.234238,0.200573,0.159592,0.164819,0.141889,0.134346,0.126702,0.127515,0.006893,0.002358,0.057092,0.005415,0.011105,0.005397,0.071110,0.002285,0.003250,0.007063,0.032284,0.002679,0.023560,200.000000,0.289773,normal
0.004920,0.008646,2.324547,0.149845,0.235920,0.063050,0.035587,0.002682,-34.553669,2.059333,0.352427,0.491668,0.204034,0.239458,0.142549,0.140464,0.084505,0.097507,0.058826,0.063278,0.056320,0.000953,0.000176,0.098751,0.000651,0.064200,0.000507,0.176092,0.000095,0.000306,0.001246,0.011493,0.000204,0.067656,0.005675,0.025930,0.740406,0.081795,0.055894,0.063462,0.036142,0.002370,4.312224,0.785164,0.261907,0.198538,0.163573,0.153638,0.134943,0.126314,0.114533,0.114578,0.099841,0.084944,0.097129,0.001283,0.000230,0.090567,0.000862,0.057252,0.000664,0.124254,0.000102,0.000399,0.001951,0.014698,0.000241,0.023878,171.428571,0.094406,normal
0.292493,0.000831,2.401721,0.256656,0.294007,1.041153,0.010419,0.328620,-34.234323,1.864856,0.274534,0.531508,0.213912,0.051309,-0.086091,-0.023858,-0.075834,-0.070177,-0.046394,-0.002297,-0.027701,0.017998,0.003562,0.029598,0.013056,0.026923,0.010439,0.032196,0.002148,0.005627,0.018902,0.024260,0.003513,0.013970,0.088125,0.002773,0.735837,0.094926,0.051434,0.758648,0.015189,0.304936,2.297991,1.148535,0.613780,0.342940,0.261127,0.224641,0.229042,0.208367,0.174322,0.160138,0.145443,0.126214,0.138822,0.014936,0.003297,0.019551,0.010626,0.016682,0.008820,0.024513,0.001942,0.004170,0.015784,0.017931,0.002825,0.008608,200.000000,0.123746,normal
0.269839,0.000817,2.165580,0.218290,0.288886,0.529766,0.011649,0.140060,-33.665627,2.401441,0.007480,0.620742,0.064334,0.016375,0.038723,0.021408,-0.095392,-0.022129,-0.042976,-0.031601,-0.052316,0.023265,0.003858,0.037856,0.015376,0.031593,0.011338,0.035197,0.002765,0.006949,0.021746,0.028165,0.004389,0.016306,0.094415,0.002993,0.592877,0.088292,0.054475,0.536216,0.017350,0.204581,2.192829,0.883059,0.625321,0.346209,0.281383,0.222131,0.202725,0.193429,0.171250,0.164037,0.142411,0.143231,0.129138,0.018540,0.003386,0.021334,0.011171,0.019166,0.008444,0.018455,0.002575,0.005168,0.013445,0.016829,0.004147,0.007857,200.000000,0.116466,normal
0.029781,0.004079,2.462724,0.094804,0.183234,0.062086,0.014978,0.026770,-29.826373,3.190256,-0.072661,0.879335,0.119398,0.112804,0.072554,0.067864,-0.032001,0.021090,-0.019787,0.018998,-0.061540,0.021579,0.002429,0.050318,0.011922,0.038311,0.009854,0.049516,0.001343,0.005222,0.029708,0.044128,0.003368,0.024392,0.013064,0.011382,0.526530,0.034204,0.041353,0.062819,0.016314,0.015292,2.103835,0.551649,0.563895,0.301838,0.299326,0.220631,0.213422,0.163241,0.187288,0.154840,0.144611,0.139147,0.126679,0.017108,0.002308,0.027134,0.010238,0.022191,0.009142,0.029460,0.001581,0.004617,0.020266,0.023424,0.003488,0.007545,300.000000,0.093617,normal
0.062003,0.006469,2.687269,0.149994,0.236091,0.225021,0.011369,0.030883,-28.092670,2.696361,0.944727,0.663897,0.178205,0.210344,-0.024785,0.048390,-0.042308,-0.081315,-0.006439,-0.094271,-0.047567,0.029607,0.001205,0.054369,0.013334,0.031409,0.006694,0.062626,0.000479,0.003238,0.028078,0.051370,0.001590,0.029375,0.028092,0.013210,0.435326,0.041950,0.027307,0.201456,0.008500,0.029783,0.983846,0.646210,0.282698,0.230377,0.202509,0.182917,0.163065,0.148982,0.138999,0.147896,0.133105,0.134212,0.117330,0.025251,0.001265,0.030222,0.014327,0.021490,0.006309,0.035332,0.000471,0.003849,0.021884,0.031352,0.001770,0.007900,300.000000,0.109890,normal
0.253324,0.003463,2.346147,0.264310,0.274259,1.178491,0.012656,0.269686,-36.199861,1.885308,0.777459,0.712219,0.382195,0.031963,0.158965,0.077890,-0.073598,0.000826,0.010691,-0.098836,-0.073946,0.017240,0.001679,0.034607,0.009153,0.030226,0.006042,0.035184,0.001289,0.003236,0.022788,0.030332,0.002735,0.015717,0.080569,0.012793,0.900486,0.117352,0.062198,0.906097,0.014219,0.228575,3.279641,1.238896,0.855945,0.341646,0.210055,0.237926,0.243998,0.187726,0.182848,0.151089,0.151784,0.164155,0.156552,0.013263,0.001543,0.021458,0.007342,0.016778,0.004424,0.021882,0.001259,0.002438,0.015624,0.017580,0.002397,0.007676,200.000000,0.181208,normal
0.228692,0.011781,2.648154,0.247309,0.294138,0.445404,0.007818,0.103849,-26.911298,2.003189,-0.188767,0.655674,0.178275,0.360002,0.056572,0.226229,0.147096,-0.132107,-0.189070,0.009035,-0.127762,0.017251,0.004134,0.033059,0.008845,0.026324,0.004582,0.037860,0.001452,0.003452,0.029806,0.035931,0.004553,0.017613,0.107825,0.024813,0.518471,0.101767,0.036567,0.359130,0.007774,0.120760,2.311135,0.737751,0.421041,0.317987,0.230930,0.185840,0.165660,0.131877,0.136926,0.146948,0.169877,0.128459,0.123585,0.013006,0.003504,0.023534,0.007151,0.017239,0.004435,0.025102,0.001291,0.003639,0.017489,0.020815,0.004393,0.008607,100.000000,0.162791,normal
0.048147,0.000487,2.217004,0.100835,0.188502,0.091626,0.014237,0.029401,-31.817632,2.862123,0.065632,0.827041,0.184996,0.260280,-0.019147,0.116896,0.061471,-0.064974,-0.023596,-0.000840,-0.049315,0.019013,0.003011,0.059128,0.011093,0.036015,0.007133,0.053485,0.001462,0.004390,0.027806,0.040984,0.003242,0.024896,0.027105,0.001295,0.526515,0.036025,0.038688,0.094800,0.011062,0.020119,1.777639,0.661441,0.642118,0.342610,0.330403,0.212727,0.199272,0.170066,0.156620,0.159828,0.111886,0.130496,0.118940,0.012859,0.003643,0.034637,0.008655,0.022193,0.006373,0.029522,0.001737,0.004163,0.019916,0.022946,0.003275,0.009983,133.333333,0.117438,normal
0.238463,0.000749,2.403487,0.245200,0.288435,0.957023,0.012584,0.252253,-33.078894,1.964280,0.571456,0.532677,0.248547,0.200420,0.037143,-0.006938,-0.068453,-0.086958,-0.067054,-0.027393,-0.074391,0.019308,0.002420,0.035802,0.010861,0.031189,0.006942,0.037530,0.002077,0.003589,0.023491,0.030114,0.002457,0.017175,0.081727,0.002124,0.785828,0.099519,0.052748,0.767280,0.014783,0.265942,2.152650,1.121505,0.478303,0.341460,0.221384,0.185112,0.196613,0.177383,0.161625,0.159390,0.134324,0.131597,0.126696,0.013892,0.002288,0.024651,0.009134,0.019606,0.005456,0.025257,0.002293,0.002815,0.016838,0.020841,0.002200,0.009405,240.000000,0.138182,normal
0.030780,0.008122,2.628320,0.097768,0.188409,0.062134,0.016516,0.028242,-27.430904,3.112852,-0.174371,0.903999,0.120112,0.151654,0.342591,0.066708,-0.090944,0.114437,0.055499,-0.076064,-0.117982,0.018011,0.002739,0.056722,0.012715,0.041216,0.005950,0.041277,0.003306,0.005547,0.026039,0.036020,0.002236,0.024179,0.013250,0.013021,0.584969,0.028474,0.030028,0.047125,0.013259,0.017680,1.039665,0.564736,0.512741,0.290892,0.240526,0.218800,0.210693,0.178975,0.171867,0.157973,0.156452,0.150140,0.140598,0.013218,0.003271,0.034008,0.012580,0.029026,0.005471,0.023660,0.003849,0.006217,0.017988,0.022050,0.002574,0.008981,133.333333,0.179104,normal
0.072438,0.006134,2.675724,0.189375,0.238453,0.373867,0.008243,0.034991,-28.289836,2.141133,0.747559,0.627812,0.413831,0.317901,0.156107,0.118867,0.097885,0.098846,0.060251,0.044384,0.015558,0.009357,0.000767,0.093665,0.003921,0.032945,0.003341,0.106691,0.000518,0.001771,0.014531,0.053472,0.001102,0.042183,0.027280,0.012904,0.495363,0.040377,0.016381,0.222089,0.007518,0.033895,0.980410,0.430391,0.219808,0.193511,0.166006,0.148374,0.131695,0.135369,0.144653,0.132735,0.129056,0.138461,0.140021,0.009438,0.000674,0.049873,0.003408,0.019379,0.003535,0.048978,0.000495,0.001727,0.013339,0.037139,0.000969,0.011709,200.000000,0.108871,normal
0.030520,0.004227,2.835738,0.090796,0.177917,0.052363,0.012195,0.033565,-27.852589,3.074133,-0.623117,0.637317,0.183895,0.413554,0.125619,0.152573,-0.165302,-0.230776,0.010671,0.027648,0.146347,0.020742,0.003934,0.037977,0.012869,0.038501,0.010927,0.041181,0.002185,0.005586,0.025662,0.033235,0.002340,0.019865,0.009130,0.009505,0.492412,0.021868,0.025070,0.027976,0.010796,0.013332,0.770460,0.545785,0.487642,0.276925,0.227034,0.179827,0.159719,0.134946,0.155359,0.155060,0.136641,0.151061,0.152778,0.015085,0.003252,0.019146,0.009248,0.020106,0.008731,0.020117,0.002570,0.004507,0.019225,0.022030,0.002197,0.006168,100.000000,0.140127,normal
0.125635,0.003360,2.642646,0.212431,0.264240,0.589426,0.010322,0.103709,-28.923535,2.328417,0.573204,0.595570,0.209511,0.176697,-0.013025,0.019800,-0.055073,-0.051488,-0.065923,-0.033606,-0.081248,0.024810,0.002247,0.039826,0.013860,0.034067,0.008045,0.039015,0.001372,0.004982,0.028381,0.033930,0.002372,0.020599,0.048459,0.006090,0.509548,0.063744,0.029989,0.444798,0.012788,0.090669,1.226439,0.704711,0.400584,0.308131,0.257954,0.216071,0.181882,0.167924,0.141975,0.156067,0.134755,0.119265,0.111455,0.019688,0.002243,0.024348,0.010494,0.026026,0.007933,0.021142,0.001305,0.004539,0.019034,0.020630,0.002172,0.007538,171.428571,0.155556,normal
0.009615,0.011105,2.550293,0.074813,0.167008,0.020345,0.020933,0.007851,-29.499040,3.454056,0.714298,1.249155,0.234362,0.399112,0.208110,0.122539,0.132366,0.008689,0.123136,0.120555,-0.042073,0.006371,0.000199,0.093404,0.003187,0.035942,0.001941,0.126259,0.000092,0.000709,0.014850,0.067720,0.000301,0.047343,0.004513,0.022534,0.422057,0.037795,0.044724,0.031397,0.009625,0.001872,1.521429,0.484503,0.313017,0.283938,0.224559,0.189913,0.178392,0.149435,0.129321,0.160308,0.133798,0.118466,0.123559,0.006892,0.000199,0.043550,0.003491,0.023261,0.002290,0.060147,0.000111,0.000840,0.014718,0.035719,0.000341,0.011085,80.000000,0.126761,normal
0.063649,0.002701,2.477818,0.140353,0.225966,0.227323,0.012101,0.035947,-29.972190,2.643812,0.779996,0.908515,0.207866,0.267912,0.122816,0.050312,0.024523,0.020482,-0.022710,0.018978,-0.016336,0.018582,0.001284,0.065779,0.010048,0.041131,0.006078,0.053456,0.000723,0.003164,0.025295,0.048066,0.001357,0.028786,0.035054,0.004579,0.565108,0.050328,0.037704,0.242241,0.007905,0.038860,1.722042,0.782161,0.373888,0.317715,0.250041,0.208278,0.196334,0.200937,0.176854,0.157368,0.132503,0.128569,0.152622,0.013237,0.001406,0.038341,0.009559,0.026776,0.006431,0.030541,0.000902,0.003307,0.018122,0.027948,0.001430,0.008433,100.000000,0.116402,normal
0.163186,0.003160,2.505392,0.251590,0.272066,0.953783,0.006001,0.175433,-34.572608,2.047881,0.614667,0.443067,0.167785,0.097667,-0.020167,-0.074644,-0.103142,-0.083181,-0.084182,-0.065015,-0.059143,0.022482,0.002180,0.035232,0.014992,0.029917,0.010503,0.033840,0.001654,0.005180,0.026323,0.029443,0.002804,0.016864,0.056772,0.011192,0.793348,0.074862,0.035270,0.675220,0.007455,0.152619,3.662288,1.084873,0.499127,0.342876,0.217628,0.191175,0.201306,0.180752,0.166254,0.147122,0.157198,0.149248,0.133416,0.015943,0.001882,0.020700,0.010568,0.015193,0.009981,0.020531,0.001660,0.004533,0.017847,0.018860,0.002092,0.006964,70.588235,0.114407,normal
0.038826,0.029463,2.557735,0.158624,0.228319,0.153415,0.016601,0.006566,-27.916373,2.056606,0.547543,0.489735,0.354124,0.298812,0.200644,0.198841,0.146349,0.145898,0.104137,0.097213,0.057178,0.001852,0.000355,0.138663,0.001334,0.022426,0.000803,0.215198,0.000242,0.000643,0.002774,0.031617,0.000422,0.073878,0.024169,0.055754,0.407079,0.041488,0.021980,0.111295,0.015200,0.004579,1.272633,0.399580,0.197105,0.155395,0.148530,0.130921,0.141112,0.132230,0.125485,0.127490,0.130851,0.131125,0.111148,0.002090,0.000364,0.080965,0.001337,0.016405,0.000718,0.090678,0.000265,0.000663,0.003534,0.030358,0.000443,0.017100,200.000000,0.131980,normal
0.045051,0.014286,2.365337,0.126860,0.212284,0.119996,0.021173,0.015867,-29.117090,2.193908,0.277993,0.630505,0.506882,0.376017,0.105983,0.176136,0.153267,0.148048,0.051748,0.077029,0.074450,0.002645,0.000710,0.136073,0.001784,0.024159,0.001111,0.195606,0.000421,0.000779,0.004482,0.029674,0.000754,0.068218,0.033214,0.028438,0.461825,0.041023,0.030915,0.139282,0.017080,0.021623,1.975233,0.571443,0.432983,0.263056,0.217269,0.171003,0.155007,0.155116,0.141179,0.141632,0.126492,0.134077,0.120292,0.003161,0.001340,0.081932,0.002115,0.016285,0.001280,0.083027,0.000770,0.001007,0.005345,0.021897,0.001068,0.019024,200.000000,0.122066,normal
0.032973,0.004464,2.506621,0.094547,0.200037,0.030725,0.020577,0.010007,-32.786765,3.640972,1.212679,0.941270,0.468015,0.332074,0.090103,0.044367,-0.043110,-0.021649,-0.063293,-0.051326,-0.060609,0.024884,0.000278,0.053070,0.007374,0.038160,0.003477,0.063059,0.000137,0.001246,0.041237,0.057399,0.000419,0.031727,0.020892,0.012377,0.488478,0.032143,0.037268,0.032879,0.012780,0.002537,2.310261,0.542940,0.391182,0.259090,0.200598,0.184126,0.158923,0.141091,0.133064,0.138226,0.127649,0.120587,0.112180,0.022257,0.000387,0.031324,0.007888,0.024046,0.003466,0.030946,0.000189,0.001447,0.028101,0.039871,0.000515,0.007273,171.428571,0.149466,normal
0.007030,0.015639,2.597241,0.092605,0.209617,0.014808,0.045835,0.003672,-32.642582,3.144895,0.545148,0.673699,0.265629,0.339563,0.079457,0.130149,0.053407,0.040686,0.048317,-0.015164,0.005939,0.001811,0.000111,0.078304,0.001264,0.023089,0.000663,0.307212,0.000062,0.000218,0.002198,0.019086,0.000174,0.092094,0.006449,0.047416,0.453711,0.027146,0.025103,0.017207,0.036721,0.002241,3.230717,0.595195,0.192519,0.162694,0.160426,0.155235,0.168126,0.129934,0.116982,0.112475,0.113430,0.122746,0.108353,0.002245,0.000133,0.094149,0.001408,0.022218,0.000730,0.116633,0.000084,0.000270,0.002809,0.025831,0.000211,0.025436,200.000000,0.081395,normal
0.007327,0.015656,2.643193,0.093804,0.214859,0.013970,0.038125,0.004136,-32.342047,3.302982,0.544759,0.737599,0.256714,0.386733,0.049891,0.123807,0.043758,0.038019,0.069320,-0.041391,0.011956,0.002139,0.000105,0.063960,0.001493,0.026222,0.000752,0.309104,0.000066,0.000215,0.002375,0.020554,0.000148,0.090822,0.005901,0.049768,0.356425,0.025896,0.022419,0.016018,0.029236,0.002382,3.128992,0.733347,0.205994,0.216856,0.176307,0.184308,0.185569,0.120284,0.116173,0.122915,0.127549,0.151939,0.105671,0.002868,0.000129,0.084962,0.001764,0.025197,0.000934,0.110123,0.000081,0.000256,0.002750,0.023218,0.000164,0.024676,171.428571,0.109756,normal
0.006756,0.020735,2.613165,0.088194,0.205416,0.012026,0.041729,0.003577,-32.084786,3.228682,0.594637,0.718367,0.289424,0.363203,0.078234,0.119687,0.038586,0.047518,0.058114,-0.006083,0.027393,0.001296,0.000084,0.075170,0.001181,0.020884,0.000631,0.322016,0.000048,0.000183,0.001791,0.018053,0.000132,0.095645,0.006236,0.057166,0.425309,0.028599,0.030769,0.014647,0.034239,0.002055,3.027325,0.626289,0.212864,0.184270,0.138926,0.173548,0.155658,0.121333,0.119769,0.116272,0.121184,0.115415,0.105901,0.001563,0.000113,0.093929,0.001487,0.020840,0.000807,0.115368,0.000064,0.000216,0.002578,0.024333,0.000164,0.024787,120.000000,0.161157,normal
0.005226,0.029030,2.539698,0.089459,0.202288,0.015416,0.052131,0.003484,-31.330426,3.114707,0.558717,0.699096,0.300134,0.360563,0.089280,0.117105,0.053052,0.059689,0.052762,-0.000633,0.016310,0.001725,0.000105,0.085182,0.001029,0.022428,0.000584,0.306079,0.000062,0.000229,0.001930,0.017621,0.000145,0.092982,0.005033,0.057100,0.434898,0.031725,0.031376,0.019140,0.041886,0.002295,3.644345,0.652783,0.228689,0.196261,0.164428,0.158477,0.165751,0.131675,0.098332,0.097668,0.107868,0.131123,0.099420,0.002342,0.000143,0.098090,0.001390,0.022457,0.000769,0.116956,0.000085,0.000310,0.002817,0.022917,0.000189,0.025334,200.000000,0.166667,normal
